1000 1.532e-2 0.0493
2000 3.2819e-2 0.04102
4000 0.10593 0.0969
8000 0.3943 0.39432
16000 1.326 1.423
32000 5.277 5.358
64000 19.662 20.507
128000 85.095 106.704
256000 454.463 424.585
