100 2.6 1.98e-3 0.0032882
200 10.954 7.75e-3 0.0074396
400 44.55 2.877e-2 0.029170
800 184.02 0.11284 0.11896
1600 734.339 0.44958 0.44101
3200 0 1.762 1.800
6400 0 7.098 7.139
12800 0 28.100 28.479
25600 0 115.257 115.862
51200 0 458.965 464.059
